"País","Género","Edad_del_encuestado_calculada","Interés_en_la_política","Confianza_politicos","Confianza_parlamento","Confianza_partidos_politicos","Votó_en_la_última_elección_nacional","Participó_en_una_manifestación_pública_en_los_últimos_12_meses","Sentimiento_de_cercanía_hacia_un_partido_político_en_particular","Rango_Edad","Region_Geografica"
"Finland","Male",23,2,4,4,5,"No","No","Yes","Jóvenes (15-29)","Europa del Norte"
"Finland","Female",59,1,7,7,7,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",43,3,7,7,7,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",52,3,3,6,6,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Female",79,2,6,8,6,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Finland","Male",64,3,6,8,6,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",78,2,7,8,8,"Yes","No","No","Ancianos (75-90)","Europa del Norte"
"Finland","Female",24,3,4,6,4,"No","No","No","Jóvenes (15-29)","Europa del Norte"
"Finland","Female",27,2,4,7,4,"Yes","No","Yes","Jóvenes (15-29)","Europa del Norte"
"Finland","Female",77,3,4,3,4,"No","No","Yes","Ancianos (75-90)","Europa del Norte"
"Finland","Male",27,2,6,7,6,"Yes","Yes","Yes","Jóvenes (15-29)","Europa del Norte"
"Finland","Male",35,2,8,10,7,"No","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",50,1,6,8,6,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Finland","Male",35,3,5,7,5,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Male",76,1,5,7,6,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Finland","Male",67,2,6,8,6,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",68,2,6,8,6,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",36,3,5,7,5,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Male",63,3,5,7,5,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",42,2,6,6,4,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",44,1,8,8,8,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Male",83,2,7,10,6,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Finland","Female",61,1,3,3,5,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",49,4,8,8,8,"No","No","No","Adultos (45-59)","Europa del Norte"
"Finland","Female",76,2,2,3,3,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Finland","Female",65,2,5,7,5,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",59,3,0,0,3,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",51,2,5,7,5,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Finland","Male",35,3,5,5,5,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",69,2,5,8,7,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",68,2,6,8,6,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",58,3,5,4,3,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Female",61,2,4,5,4,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",65,3,2,4,2,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",66,2,5,9,5,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",28,2,6,4,5,"Yes","No","No","Jóvenes (15-29)","Europa del Norte"
"Finland","Female",54,2,6,7,7,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Male",41,1,3,8,3,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",73,3,7,8,7,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",34,3,3,7,2,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",68,1,4,9,5,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",85,2,7,7,5,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Finland","Female",56,3,3,7,3,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Male",64,4,7,9,6,"No","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",75,2,6,7,5,"Yes","No","No","Ancianos (75-90)","Europa del Norte"
"Finland","Male",42,2,7,8,8,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Female",18,2,7,9,8,"Yes","No","Yes","Jóvenes (15-29)","Europa del Norte"
"Finland","Male",60,3,4,2,5,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",25,3,4,6,5,"No","No","No","Jóvenes (15-29)","Europa del Norte"
"Finland","Female",29,3,6,6,6,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Male",49,2,2,4,0,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Finland","Female",72,2,6,8,6,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",41,1,4,8,4,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Male",19,2,8,8,8,"Yes","No","No","Jóvenes (15-29)","Europa del Norte"
"Finland","Female",57,2,7,8,8,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Finland","Male",16,2,8,9,9,"Not eligible to vote","No","Yes","Jóvenes (15-29)","Europa del Norte"
"Finland","Male",74,2,5,6,5,"Yes","No","No","Ancianos (75-90)","Europa del Norte"
"Finland","Male",64,2,6,8,7,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",56,2,2,4,2,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Finland","Male",15,3,8,9,8,"Not eligible to vote","No","No","Jóvenes (15-29)","Europa del Norte"
"Finland","Female",87,3,7,9,7,"No","No","No","Ancianos (75-90)","Europa del Norte"
"Finland","Male",79,3,4,3,3,"No","No","Yes","Ancianos (75-90)","Europa del Norte"
"Finland","Male",75,3,4,8,4,"No","No","No","Ancianos (75-90)","Europa del Norte"
"Finland","Female",72,1,2,5,3,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Male",83,3,2,8,5,"Yes","No","No","Ancianos (75-90)","Europa del Norte"
"Finland","Male",59,2,1,2,2,"No","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Finland","Female",48,2,8,8,8,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Finland","Male",36,2,6,7,7,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Male",50,2,2,2,2,"No","No","No","Adultos (45-59)","Europa del Norte"
"Finland","Male",34,2,5,7,6,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Finland","Male",59,2,3,4,5,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Female",66,2,0,0,2,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Female",88,1,5,5,6,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"United Kingdom","Male",62,2,4,4,4,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Female",70,2,3,6,3,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Male",90,1,5,6,5,"Yes","No","No",NA,"Europa del Norte"
"United Kingdom","Female",63,2,5,8,3,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Female",41,4,2,5,5,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Male",50,2,1,2,2,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"United Kingdom","Male",38,2,1,2,1,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Male",67,2,6,8,6,"Not eligible to vote","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Female",27,4,3,5,3,"No","No","No","Jóvenes (15-29)","Europa del Norte"
"United Kingdom","Male",30,2,6,9,6,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Female",50,2,4,5,4,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"United Kingdom","Male",52,2,5,8,5,"No","No","No","Adultos (45-59)","Europa del Norte"
"United Kingdom","Male",64,3,3,3,2,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Male",57,2,4,5,4,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"United Kingdom","Female",69,3,1,1,1,"No","No","No","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Female",15,4,5,5,5,"Not eligible to vote","No","No","Jóvenes (15-29)","Europa del Norte"
"United Kingdom","Male",23,3,3,4,3,"No","No","No","Jóvenes (15-29)","Europa del Norte"
"United Kingdom","Male",33,1,3,4,6,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Female",52,1,6,8,4,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"United Kingdom","Female",35,2,1,0,1,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Female",61,4,0,0,0,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Female",29,3,4,4,4,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Male",77,1,6,7,6,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"United Kingdom","Male",66,4,3,4,3,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Male",66,2,5,7,5,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Male",46,1,1,0,6,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"United Kingdom","Female",48,3,1,1,1,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"United Kingdom","Male",47,2,6,7,8,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"United Kingdom","Male",60,4,2,5,2,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Male",22,2,5,5,5,"No","No","No","Jóvenes (15-29)","Europa del Norte"
"United Kingdom","Female",46,1,6,6,6,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"United Kingdom","Female",30,2,2,2,2,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Male",59,2,5,4,5,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Female",50,2,2,3,2,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"United Kingdom","Female",46,2,8,5,8,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"United Kingdom","Female",33,4,4,6,4,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Female",78,3,2,5,3,"Yes","No","No","Ancianos (75-90)","Europa del Norte"
"United Kingdom","Female",76,1,6,4,7,"Yes","Yes","Yes","Ancianos (75-90)","Europa del Norte"
"United Kingdom","Male",63,1,2,3,2,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Female",41,2,4,5,4,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Female",42,2,5,5,7,"No","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Female",36,3,0,0,0,"Not eligible to vote","Yes","No","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Male",41,3,2,3,3,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Male",60,2,6,5,6,"No","No","No","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Female",38,2,1,3,1,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Female",54,2,4,3,4,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"United Kingdom","Male",26,2,0,0,0,"No","No","No","Jóvenes (15-29)","Europa del Norte"
"United Kingdom","Female",71,3,1,2,2,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Male",55,3,0,0,1,"No","No","Yes","Adultos (45-59)","Europa del Norte"
"United Kingdom","Female",33,2,7,7,7,"Yes","Yes","No","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Female",60,3,0,2,2,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Female",22,2,7,10,6,"Not eligible to vote","No","No","Jóvenes (15-29)","Europa del Norte"
"United Kingdom","Male",57,1,2,3,2,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"United Kingdom","Female",64,1,3,3,2,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Male",77,3,6,9,6,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"United Kingdom","Female",49,2,6,0,6,"No","No","No","Adultos (45-59)","Europa del Norte"
"United Kingdom","Male",51,2,4,3,4,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"United Kingdom","Female",70,3,2,6,3,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Female",33,4,8,8,8,"Not eligible to vote","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Male",71,2,8,4,3,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Female",53,2,1,2,5,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"United Kingdom","Male",34,3,3,3,2,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Female",37,3,0,2,0,"No","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Male",59,2,6,4,6,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Male",49,1,1,3,1,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"United Kingdom","Male",52,2,4,3,4,"Yes","Yes","Yes","Adultos (45-59)","Europa del Norte"
"United Kingdom","Male",32,2,4,6,5,"Not eligible to vote","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Female",84,3,4,5,4,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"United Kingdom","Female",31,4,3,3,3,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Male",77,2,4,7,4,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"United Kingdom","Female",34,1,5,5,5,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Male",40,1,2,2,2,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Male",61,2,0,0,0,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Male",26,1,2,2,2,"Yes","No","Yes","Jóvenes (15-29)","Europa del Norte"
"United Kingdom","Male",68,2,4,6,4,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Male",64,1,4,5,4,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Male",23,4,4,5,3,"No","No","No","Jóvenes (15-29)","Europa del Norte"
"United Kingdom","Male",44,2,0,0,0,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"United Kingdom","Male",32,1,1,2,0,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Female",82,1,4,7,5,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"United Kingdom","Female",72,3,3,5,4,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Female",61,1,4,6,6,"Not eligible to vote","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Male",74,3,0,4,5,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"United Kingdom","Male",68,2,6,8,6,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Female",38,2,1,3,1,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Female",57,4,0,0,0,"No","No","No","Adultos (45-59)","Europa del Norte"
"United Kingdom","Male",61,4,0,0,0,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Male",39,2,0,4,5,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Female",16,3,5,4,5,"Not eligible to vote","No","No","Jóvenes (15-29)","Europa del Norte"
"United Kingdom","Female",55,2,2,2,2,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"United Kingdom","Male",63,1,2,3,3,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Female",48,2,6,8,6,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"United Kingdom","Female",53,1,0,2,0,"No","No","No","Adultos (45-59)","Europa del Norte"
"United Kingdom","Male",61,1,5,6,5,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Female",46,3,4,4,4,"No","No","Yes","Adultos (45-59)","Europa del Norte"
"United Kingdom","Female",24,1,4,4,4,"Yes","No","No","Jóvenes (15-29)","Europa del Norte"
"United Kingdom","Male",40,4,2,7,3,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Male",88,3,3,3,3,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"United Kingdom","Male",48,2,3,3,3,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"United Kingdom","Male",39,4,2,4,2,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Male",31,2,3,4,3,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Female",51,3,2,2,2,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"United Kingdom","Female",64,1,3,4,4,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Female",57,4,0,1,1,"No","No","No","Adultos (45-59)","Europa del Norte"
"United Kingdom","Male",88,1,2,0,1,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"United Kingdom","Male",36,3,2,0,2,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Male",34,3,0,1,0,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Female",61,2,6,8,5,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Male",58,1,3,5,1,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"United Kingdom","Female",39,3,4,5,5,"Yes","Yes","No","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Male",29,2,2,3,2,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Female",26,1,0,1,2,"Yes","Yes","Yes","Jóvenes (15-29)","Europa del Norte"
"United Kingdom","Male",40,2,4,6,6,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Female",34,2,7,8,7,"Not eligible to vote","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Female",43,2,1,1,1,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Female",22,2,5,1,3,"Yes","Yes","No","Jóvenes (15-29)","Europa del Norte"
"United Kingdom","Female",27,2,1,3,0,"No","No","Yes","Jóvenes (15-29)","Europa del Norte"
"United Kingdom","Female",68,2,5,6,4,"No","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Male",30,4,5,5,5,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Male",75,2,1,2,1,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"United Kingdom","Male",60,2,4,5,4,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Male",30,1,2,2,2,"Not eligible to vote","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Female",56,3,0,0,0,"No","No","No","Adultos (45-59)","Europa del Norte"
"United Kingdom","Male",49,3,6,8,6,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"United Kingdom","Female",82,2,4,4,4,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"United Kingdom","Female",26,3,3,6,3,"No","No","No","Jóvenes (15-29)","Europa del Norte"
"United Kingdom","Female",68,1,5,5,5,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Female",51,3,5,10,4,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"United Kingdom","Female",65,2,0,0,0,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Male",71,2,2,3,2,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Male",48,1,2,2,2,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"United Kingdom","Female",26,3,4,4,4,"No","No","Yes","Jóvenes (15-29)","Europa del Norte"
"United Kingdom","Male",70,2,4,4,4,"No","No","No","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Female",72,1,7,4,6,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Male",74,1,6,7,6,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"United Kingdom","Male",54,1,6,6,4,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"United Kingdom","Male",76,1,5,7,8,"No","No","No","Ancianos (75-90)","Europa del Norte"
"United Kingdom","Female",42,4,1,2,1,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Male",32,2,0,1,1,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Male",67,3,3,5,3,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Female",31,3,6,6,6,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Male",25,3,0,0,0,"No","No","No","Jóvenes (15-29)","Europa del Norte"
"United Kingdom","Female",36,3,5,5,5,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Female",64,4,0,0,0,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Male",80,4,0,1,0,"No","No","No","Ancianos (75-90)","Europa del Norte"
"United Kingdom","Female",61,4,0,0,0,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"United Kingdom","Female",38,4,3,4,3,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Male",57,2,5,5,5,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"United Kingdom","Female",39,2,3,6,4,"Not eligible to vote","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"United Kingdom","Male",76,1,1,2,0,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"United Kingdom","Female",67,2,6,0,6,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
